,BSSID,SSID,zone,subzone,dBm_Signal,Channel,Crypto
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,1,-75,1,{'WEP'}
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,4,1,-84,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,1,-59,1,{'WEP'}
0,a8:d3:f7:16:61:2c,Orange-612A,4,1,-82,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-36,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-37,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,1,-77,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,1,-59,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-38,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-51,5,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-61,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-50,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,1,-64,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,1,-63,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-50,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,1,-78,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,1,-77,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,1,-65,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,1,-65,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,1,-78,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,1,-77,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-53,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,1,-64,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,1,-65,5,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-60,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-52,5,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,1,-80,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-61,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-53,5,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,1,-80,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,1,-87,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-61,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-53,5,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-60,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-53,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,1,-80,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,1,-85,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-60,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,1,-54,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,1,-81,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,1,-85,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,1,-86,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-60,6,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,1,-61,6,{'OPN'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,4,1,-79,9,{'WPA/PSK'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,4,1,-78,9,{'WPA/PSK'}
0,b0:7f:b9:a7:84:76,Navi Wifi 5G_2GEXT,4,1,-81,10,{'WEP'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,4,1,-78,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,1,-63,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,4,1,-90,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,1,-63,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,1,-63,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,1,-63,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,4,1,-89,52,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,4,1,-91,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,4,1,-92,56,{'WPA2/PSK'}
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,4,2,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,2,-69,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,2,-72,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,2,-67,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,4,2,-82,1,{'WPA2/PSK'}
0,78:31:2b:dc:2f:a0,JAZZTEL_xdpk,4,2,-87,1,{'WEP'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,4,2,-85,1,{'WPA/PSK'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,4,2,-82,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-38,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-39,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,2,-71,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,4,2,-82,1,{'WPA2/PSK'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,4,2,-81,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-37,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-38,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,2,-69,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,2,-63,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,4,2,-73,1,{'WPA2/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-38,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-39,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,2,-69,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,2,-67,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-39,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-39,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-39,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-39,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-42,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,2,-41,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,2,-40,1,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-69,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-46,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-83,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,2,-82,5,{'OPN'}
0,00:1a:2b:8e:ce:34,WLAN2745,4,2,-91,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-46,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-70,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,2,-69,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-45,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-84,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,2,-83,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-45,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-67,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,2,-69,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-44,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,4,2,-84,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,4,2,-84,5,{'OPN'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-76,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,2,-59,6,{'OPN'}
0,bc:30:d9:78:a4:9e,MiFibra-A49C,4,2,-84,6,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-46,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,2,-69,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,2,-83,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-75,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,2,-59,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,4,2,-86,6,{'WPA2/PSK'}
0,bc:30:d9:78:a4:9e,MiFibra-A49C,4,2,-88,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,2,-69,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,2,-86,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-75,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,2,-58,6,{'OPN'}
0,bc:30:d9:78:a4:9e,MiFibra-A49C,4,2,-86,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,2,-69,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,4,2,-85,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,2,-59,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,4,2,-46,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,2,-68,6,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-76,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,4,2,-58,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,4,2,-68,6,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-75,6,{'WPA2/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,4,2,-76,6,{'WPA2/PSK'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,4,2,-77,9,{'WPA/PSK'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,4,2,-77,9,{'WPA/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,4,2,-71,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,4,2,-71,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,4,2,-74,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,4,2,-74,36,{'WPA2/PSK'}
0,34:57:60:94:8b:4a,MOVISTAR_PLUS_8B41,4,2,-93,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,4,2,-73,36,{'WPA2/PSK'}
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,4,2,-91,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,2,-62,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,4,2,-90,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,2,-62,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,2,-62,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,2,-62,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,4,2,-62,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,4,2,-81,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,4,2,-81,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,4,2,-81,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,4,2,-81,52,{'WPA2/PSK'}
0,46:fe:3b:3e:dc:9a,MiFibra-DC97,4,2,-93,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,4,2,-90,56,{'WPA2/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-50,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,1,-50,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-65,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,1,-84,1,{'WEP'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,5,1,-83,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,1,-51,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,5,1,-84,1,{'WEP'}
0,94:6a:b0:9e:d2:b4,MiFibra-D2B2,5,1,-88,1,{'WPA2/PSK'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-64,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,1,-83,1,{'WEP'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,5,1,-83,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,1,-51,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-65,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,1,-85,1,{'WEP'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,5,1,-80,1,{'WPA/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-50,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,1,-51,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-65,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,1,-81,1,{'WEP'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,5,1,-83,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,1,-50,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,5,1,-84,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-65,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,1,-85,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,1,-52,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-66,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-66,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,1,-65,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-55,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,5,1,-59,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-53,5,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-53,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,5,1,-56,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,5,1,-57,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-53,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,5,1,-70,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,5,1,-68,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-53,5,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-82,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,ac:cf:85:52:bd:b4,vodafoneBDAC,5,1,-58,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,5,1,-57,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,5,1,-52,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,5,1,-69,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,5,1,-69,5,{'OPN'}
0,4c:1b:86:dd:47:ce,MiFibra-47CC,5,1,-80,6,{'WEP'}
0,18:83:bf:9d:b2:7d,Orange-B27B,5,1,-86,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,5,1,-78,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-80,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,5,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,5,1,-71,6,{'OPN'}
0,4c:1b:86:dd:47:ce,MiFibra-47CC,5,1,-79,6,{'WEP'}
0,18:83:bf:9d:b2:7d,Orange-B27B,5,1,-87,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,5,1,-77,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-79,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,5,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,5,1,-70,6,{'OPN'}
0,4c:1b:86:dd:47:ce,MiFibra-47CC,5,1,-81,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,5,1,-77,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-76,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,5,1,-84,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,5,1,-70,6,{'OPN'}
0,4c:1b:86:dd:47:ce,MiFibra-47CC,5,1,-81,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,5,1,-77,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-80,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,5,1,-72,6,{'OPN'}
0,4c:1b:86:dd:47:ce,MiFibra-47CC,5,1,-83,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,5,1,-79,6,{'WEP'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,5,1,-79,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,5,1,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,5,1,-71,6,{'OPN'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,5,1,-82,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,5,1,-80,9,{'WEP'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,5,1,-81,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,5,1,-83,9,{'WEP'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,5,1,-79,9,{'WPA/PSK'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,5,1,-81,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,5,1,-82,9,{'WEP'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,5,1,-80,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,5,1,-83,9,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,5,1,-83,N/A,N/A
0,34:57:60:94:8b:42,MOVISTAR_8B41,5,1,-80,11,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,5,1,-64,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,5,1,-74,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,5,1,-81,36,{'WPA2/PSK'}
0,b4:2a:0e:da:00:e0,Navi Wifi 5G,5,1,-88,,"{'WPA2/PSK', 'WPA/PSK'}"
0,b4:2a:0e:da:00:e0,Navi Wifi 5G,5,1,-87,,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,5,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,5,1,-84,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,5,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,5,1,-85,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,5,1,-68,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,5,1,-85,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,5,1,-89,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,5,1,-92,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,5,1,-89,52,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,5,1,-82,56,{'WPA2/PSK'}
0,44:fe:3b:3e:dc:9a,,5,1,-83,56,{'WPA2/PSK'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-66,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,5,2,-83,1,{'WPA2/PSK'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,5,2,-85,1,{'WEP'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,5,2,-82,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-53,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,2,-53,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,5,2,-82,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-65,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,5,2,-85,1,{'WPA2/PSK'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,5,2,-82,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-52,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,2,-52,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,5,2,-85,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-66,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-52,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,2,-52,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-65,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-53,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,2,-53,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-65,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-53,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,5,2,-54,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,5,2,-54,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,5,2,-67,1,{'WEP'}
